iter	Logloss
372	0.06743362458
373	0.06732678688
374	0.06720051582
375	0.06699736583
376	0.06687452578
377	0.06671187266
378	0.06664996559
379	0.0665696443
380	0.06655920727
381	0.06633724885
382	0.06622555317
383	0.06610359174
384	0.06607835145
385	0.06604768119
386	0.06595410287
387	0.06588343836
388	0.06578538107
389	0.06571880895
390	0.06568513159
391	0.0653939753
392	0.06524786415
393	0.06524572169
394	0.06522848865
395	0.06519309386
396	0.06506179749
397	0.06495502506
398	0.0646942495
399	0.06449530734
400	0.0644612919
401	0.064345992
402	0.06429048282
403	0.06421553966
404	0.06415668777
405	0.06407049391
406	0.06389654996
407	0.06379655734
408	0.06348275827
409	0.06329702733
410	0.0632511462
411	0.06306361619
412	0.0630027775
413	0.06294342918
414	0.0628980453
415	0.06277743096
416	0.06270703064
417	0.062596281
418	0.06253478313
419	0.06243885203
420	0.06232961156
421	0.06218765827
422	0.06205100279
423	0.06195637108
424	0.06179504615
425	0.06164401171
426	0.06159903394
427	0.06158818049
428	0.06157019972
429	0.06147218792
430	0.06124327379
431	0.06099962817
432	0.06088576136
433	0.06078257575
434	0.06060522906
435	0.0605623605
436	0.06051049501
437	0.06036658696
438	0.06030767902
439	0.0602251622
440	0.06021786496
441	0.06012571757
442	0.06010321507
443	0.0600360877
444	0.06000861722
445	0.0599624069
446	0.05990342272
447	0.05978706821
448	0.05978184908
449	0.05974763241
450	0.05963474643
451	0.05951857256
452	0.05940673446
453	0.05917240415
454	0.0590849629
455	0.05896952271
456	0.05885733946
457	0.05872894954
458	0.05863283139
459	0.05854605831
460	0.05851229904
461	0.05846449916
462	0.05834383524
463	0.05824905683
464	0.05819002213
465	0.05810674153
466	0.05806456719
467	0.05804141123
468	0.05795988446
469	0.05791905269
470	0.05785726646
471	0.05772152197
472	0.05769728185
473	0.05756888617
474	0.05744403618
475	0.0573793149
476	0.05724609821
477	0.05711324802
478	0.0570749047
479	0.05696019468
480	0.0569024261
481	0.05684011473
482	0.05676957728
483	0.05673384933
484	0.05661743214
485	0.05648312845
486	0.05643570343
487	0.05630544515
488	0.05624901058
489	0.05618689406
490	0.05611981864
491	0.05608664894
492	0.05604317142
493	0.05599555025
494	0.05592043328
495	0.05582585784
496	0.05579270981
497	0.05573103857
498	0.05562174794
499	0.0555423629
500	0.05547882865
501	0.05541223237
502	0.05532516722
503	0.05523302891
504	0.05511579237
505	0.05505905999
506	0.05501984872
507	0.05493675151
508	0.05484467374
509	0.05480021143
510	0.05476337758
511	0.05470608438
512	0.0546640877
513	0.0546043253
514	0.05455892289
515	0.05438666152
516	0.05438031019
517	0.05427079113
518	0.05424734159
519	0.05421820924
520	0.05417801298
521	0.05410179578
522	0.05399683416
523	0.05394901176
524	0.05391052536
525	0.05386640581
526	0.05381778848
527	0.05371977156
528	0.05355839169
529	0.05350334001
530	0.05343904717
531	0.05340587256
532	0.05337591231
533	0.05333345976
534	0.05332336098
535	0.05317119585
536	0.05314507698
537	0.05306726361
538	0.05299440169
539	0.05294412768
540	0.05291949211
541	0.05290041273
542	0.05285369697
543	0.05278252862
544	0.05275920006
545	0.05269278686
546	0.05266365597
547	0.05261917171
548	0.05253329919
549	0.05243193951
550	0.05236889727
551	0.05235683868
552	0.05234149362
553	0.05225801347
554	0.05222721629
555	0.05214973731
556	0.05201531528
557	0.05198784814
558	0.05191223201
559	0.0517388656
560	0.05170616216
561	0.05164557303
562	0.05155113543
563	0.05148547616
564	0.05145034143
565	0.0513603213
566	0.05127635283
567	0.05124337056
568	0.05120261222
569	0.05117279344
570	0.05104231137
571	0.05100145412
572	0.05097702551
573	0.05089119063
574	0.05081730682
575	0.05079324693
576	0.05076559843
577	0.05072201428
578	0.0506984943
579	0.05050414357
580	0.05047980002
581	0.05046575531
582	0.05043494653
583	0.05037128725
584	0.05025662325
585	0.05023153049
586	0.05012224314
587	0.05006124443
588	0.04996577098
589	0.04992429356
590	0.04986727147
591	0.04986013743
592	0.04985020983
593	0.04981850004
594	0.04974542895
595	0.04970132752
596	0.04969483008
597	0.04968797846
598	0.04957305408
599	0.04953627728
600	0.04942184657
601	0.04941268821
602	0.04938274173
603	0.04933828716
604	0.0492239179
605	0.04922383916
606	0.04919579096
607	0.04916603229
608	0.04906837874
609	0.04901988048
610	0.04897808401
611	0.0489601973
612	0.04893322699
613	0.04889219257
614	0.04882790473
615	0.04879408817
616	0.04876294379
617	0.04870852146
618	0.04865619543
619	0.0486355802
620	0.04852375146
621	0.04850855292
622	0.04839897415
623	0.04832175501
624	0.04830625678
625	0.04826180731
626	0.04825343152
627	0.04818947859
628	0.04810513046
629	0.04801407764
630	0.04797806693
631	0.04791333994
632	0.04786912424
633	0.04784136272
634	0.04779962196
635	0.04776317233
636	0.04768407733
637	0.04764013235
638	0.04761399861
639	0.04756387641
640	0.04752048952
641	0.04749333392
642	0.04739188687
643	0.04719874222
644	0.04710853649
645	0.04703592391
646	0.04698476699
647	0.04692676872
648	0.04689467116
649	0.04684671484
650	0.0467776912
651	0.04675930471
652	0.04671832412
653	0.04667180073
654	0.04665711299
655	0.04659582097
656	0.04650636902
657	0.04644432227
658	0.04640369191
659	0.04637112173
660	0.04634938404
661	0.04631640815
662	0.04628218031
663	0.04619541319
664	0.04616460796
665	0.04612364328
666	0.04609441028
667	0.04606168716
668	0.04601515126
669	0.045950964
670	0.04587603818
671	0.04583062924
672	0.04577197598
673	0.04574286319
674	0.04566033306
675	0.04556695172
676	0.04550817619
677	0.04549649581
678	0.04547693984
679	0.04543952248
680	0.04542104159
681	0.04536598779
682	0.04528796787
683	0.04520896155
684	0.04512238988
685	0.04510735638
686	0.04503975577
687	0.04498599703
688	0.04493114115
689	0.04492869852
690	0.04488556391
691	0.04482979585
692	0.04479948647
693	0.04476974007
694	0.04471303132
695	0.04466846256
696	0.04462371793
697	0.04461030718
698	0.04452956669
699	0.04445251534
700	0.04441548518
701	0.04439581202
702	0.04432363811
703	0.044277933
704	0.04427063083
705	0.04423784018
706	0.04416713758
707	0.04410177193
708	0.04407620038
709	0.04405003004
710	0.04403517361
711	0.04399884745
712	0.04393488782
713	0.04392913859
714	0.04392723283
715	0.04385373561
716	0.04383554228
717	0.04380941645
718	0.04372979333
719	0.04369532615
720	0.04361353159
721	0.0435868191
722	0.04356709713
723	0.04350853963
724	0.04347678727
725	0.0434519773
726	0.04341351737
727	0.0433920887
728	0.04336092637
729	0.04327183919
730	0.04323825908
731	0.04320194934
732	0.04316120894
733	0.04313776201
734	0.04307231117
735	0.04301174857
736	0.04295569031
737	0.04287691527
738	0.04282194431
739	0.04278802672
740	0.04272514929
741	0.04270951408
742	0.04268337103
743	0.0426519849
744	0.04262695046
745	0.04259489506
746	0.04253947076
747	0.04252759533
748	0.04243610671
749	0.0424140378
750	0.04237483941
751	0.04235092873
752	0.0423215638
753	0.04230440686
754	0.04227463263
755	0.04219412311
756	0.04216787287
757	0.04202490754
758	0.04201386377
759	0.04199031084
760	0.04185635366
761	0.04183622135
762	0.0417636791
763	0.0417297867
764	0.0416983055
765	0.04165231506
766	0.04162895778
767	0.04161632333
768	0.04158858761
769	0.04154473715
770	0.04149414399
771	0.04143916188
772	0.04136868924
773	0.04135146131
774	0.04125779434
775	0.04120814906
776	0.04119205554
777	0.04114736545
778	0.04110985047
779	0.04109045607
780	0.04093924803
781	0.04092850729
782	0.04088971902
783	0.04086966305
784	0.04083628959
785	0.0407947553
786	0.04073504923
787	0.0407076933
788	0.04068845908
789	0.04063573488
790	0.04060791968
791	0.04049644211
792	0.04047861617
793	0.04042343184
794	0.04039132367
795	0.04038015093
796	0.0403013601
797	0.04025351417
798	0.04021686744
799	0.04018522024
800	0.04016811818
801	0.04014347242
802	0.0400443669
803	0.04004180211
804	0.03997541202
805	0.03996901432
806	0.03991421998
807	0.03984652585
808	0.03978285858
809	0.03964274906
810	0.03956362396
811	0.03953812637
812	0.03952425363
813	0.03950317191
814	0.03945832351
815	0.03944835927
816	0.03942492406
817	0.0393749654
818	0.03935097942
819	0.03930328883
820	0.03924475693
821	0.03921304415
822	0.03917909428
823	0.03912611966
824	0.03909884
825	0.03907878845
826	0.03905010969
827	0.03901530921
828	0.0389962185
829	0.03897454878
830	0.0389112278
831	0.03886962521
832	0.03886020991
833	0.03881078063
834	0.03878439192
835	0.03877535721
836	0.03873776362
837	0.03871064914
838	0.03865795417
839	0.03863394176
840	0.03861822403
841	0.03857209352
842	0.03854217338
843	0.0385329696
844	0.03844163735
845	0.03839207765
846	0.0383642033
847	0.03834637699
848	0.03833247903
849	0.03828025175
850	0.0382305338
851	0.03819512629
852	0.03815882509
853	0.03813170869
854	0.03809574144
855	0.03804093792
856	0.03794607623
857	0.03793578077
858	0.03774549567
859	0.03770985802
860	0.03761961531
861	0.03759721633
862	0.03755300428
863	0.0375055914
864	0.03745451341
865	0.03743447323
866	0.03743087981
867	0.03740806227
868	0.03738151194
869	0.03737934522
870	0.0372626555
871	0.03725331039
872	0.03721519067
873	0.03718892119
874	0.03714613562
875	0.03713716669
876	0.03712336417
877	0.03711470905
878	0.03709404137
879	0.03706682893
880	0.0370253866
881	0.0370017285
882	0.03699535931
883	0.03697789517
884	0.03695604842
885	0.03693370421
886	0.0369049994
887	0.03682624847
888	0.0367489744
889	0.0366750778
890	0.03665114378
891	0.03663909356
892	0.03657785182
893	0.0365299177
894	0.03651570715
895	0.03650307357
896	0.03649007649
897	0.03648213134
898	0.03646985713
899	0.036459248
900	0.0364230119
901	0.03637548658
902	0.03635085525
903	0.0363445765
904	0.03633186397
905	0.03624178722
